SeriesCode,Topic,IndicatorName,ShortDefinition,LongDefinition,UnitOfMeasure,industryCode,measureUnit,code
GC.TAX.YPKG.ZS,Public Sector: Government finance: Revenue,"Taxes on income, profits and capital gains (% of total taxes)",,"Taxes on income, profits, and capital gains are levied on the actual or presumptive net income of individuals, on the profits of corporations and enterprises, and on capital gains, whether realized or not, on land, securities, and other assets. Intragovernmental payments are eliminated in consolidation.",,GC,ZS,TAX.YPKG
GC.TAX.YPKG.CN,Public Sector: Government finance: Revenue,"Taxes on income, profits and capital gains (current LCU)",,"Taxes on income, profits, and capital gains are levied on the actual or presumptive net income of individuals, on the profits of corporations and enterprises, and on capital gains, whether realized or not, on land, securities, and other assets. Intragovernmental payments are eliminated in consolidation.",,GC,CN,TAX.YPKG
GC.TAX.INTT.RV.ZS,Public Sector: Government finance: Revenue,Taxes on international trade (% of revenue),,"Taxes on international trade include import duties, export duties, profits of export or import monopolies, exchange profits, and exchange taxes.",,GC,ZS,TAX.INTT.RV
GC.TAX.INTT.CN,Public Sector: Government finance: Revenue,Taxes on international trade (current LCU),,"Taxes on international trade include import duties, export duties, profits of export or import monopolies, exchange profits, and exchange taxes.",,GC,CN,TAX.INTT
IQ.CPA.HRES.XQ,Public Sector: Policy & institutions,CPIA building human resources rating (1=low to 6=high),,"Building human resources assesses the national policies and public and private sector service delivery that affect the access to and quality of health and education services, including prevention and treatment of HIV/AIDS, tuberculosis, and malaria.",,IQ,XQ,CPA.HRES
IQ.CPA.BREG.XQ,Public Sector: Policy & institutions,CPIA business regulatory environment rating (1=low to 6=high),,"Business regulatory environment assesses the extent to which the legal, regulatory, and policy environments help or hinder private businesses in investing, creating jobs, and becoming more productive.",,IQ,XQ,CPA.BREG
IQ.CPA.DEBT.XQ,Public Sector: Policy & institutions,CPIA debt policy rating (1=low to 6=high),,Debt policy assesses whether the debt management strategy is conducive to minimizing budgetary risks and ensuring long-term debt sustainability.,,IQ,XQ,CPA.DEBT
IQ.CPA.ECON.XQ,Public Sector: Policy & institutions,CPIA economic management cluster average (1=low to 6=high),,"The economic management cluster includes macroeconomic management, fiscal policy, and debt policy.",,IQ,XQ,CPA.ECON
IQ.CPA.REVN.XQ,Public Sector: Policy & institutions,CPIA efficiency of revenue mobilization rating (1=low to 6=high),,"Efficiency of revenue mobilization assesses the overall pattern of revenue mobilization--not only the de facto tax structure, but also revenue from all sources as actually collected.",,IQ,XQ,CPA.REVN
IQ.CPA.PRES.XQ,Public Sector: Policy & institutions,CPIA equity of public resource use rating (1=low to 6=high),,Equity of public resource use assesses the extent to which the pattern of public expenditures and revenue collection affects the poor and is consistent with national poverty reduction priorities.,,IQ,XQ,CPA.PRES
